ID	Fare	Source	Destination	Status	Departure	Arrival	Type	Fee	Experts	Flyer
27002	$821	San Francisco, SFO	Paris, ALL	Closed	18-Sep-12	(one-way)	One-Way	Finder's Fee $49	2 Experts	Cristele.lartigu
27020	$281	Brisbane, BNE	Nha Trang, CXR	Closed	30-Sep-12	(one-way)	One-Way	Finder's Fee $34	5 Experts	Phstevenson
27021	$1,036	Sydney, SYD	Colombo, ALL	Closed	14-Dec-12	(one-way)	One-Way	Finder's Fee $39	3 Experts	Rachel.szekely
27036	$1,866	San Francisco, SFO	London, LON	Closed	14-Oct-12	(one-way)	One-Way	Finder's Fee $59	4 Experts	Fernando.a.delga
27038	$379	Grand Rapids, GRR	Los Angeles, LAX	Closed	09-Sep-12	12-Sep-12	Round-Trip	Finder's Fee $59	4 Experts	Ty+user
27054	$1,217	Manama, BAH	New York, NYC	Closed	04-Oct-12	(one-way)	One-Way	Finder's Fee $65	3 Experts	Alkhateib.mt
27064	$1,479	San Francisco, SFO	Hong Kong, HKG	Closed	22-Dec-12	(one-way)	One-Way	Finder's Fee $44	4 Experts	Suelynyu
27067	$690	Sofia, SOF	Istanbul, ALL	Closed	12-Jun-13	(one-way)	One-Way	Finder's Fee $54	1 Expert	Paolo.darminio
27077	$2,789	Melbourne, MEL	Santiago, SCL	Closed	05-Feb-13	(multi-city)	Multi-City	Finder's Fee $59	1 Expert	Pete_myfriend
27081	$477	Casablanca, CMN	Addis Ababa, ADD	Closed	25-Oct-12	(one-way)	One-Way	Finder's Fee $34	4 Experts	Zachlewisglassma
27086	$294	Ho Chi Minh City, SGN	Melbourne, ALL	Closed	10-Sep-12	(one-way)	One-Way	Finder's Fee $34	3 Experts	Loccorichards
27087	$1,857	Sydney, SYD	Frankfurt, FRA	Closed	19-Dec-12	07-Jan-13	Round-Trip	Finder's Fee $39	3 Experts	Franca_k
27093	$2,583	Sydney, SYD	Perth, PER	Closed	26-Dec-12	(multi-city)	Multi-City	Finder's Fee $49	3 Experts	Simkins.luke
27096	$1,281	Auckland, AKL	Washington, IAD	Closed	03-Jan-13	(one-way)	One-Way	Finder's Fee $54	8 Experts	Keithba
27099	$809	Amsterdam, AMS	Washington, IAD	Closed	17-Nov-12	01-Dec-12	Round-Trip	Finder's Fee $39	2 Experts	Nicolemischler
27121	$1,366	Austin, AUS	Budapest, BUD	Closed	17-May-13	(one-way)	One-Way	Finder's Fee $29	4 Experts	Pgh1xnly
27122	$887	London, LON	Melbourne, ALL	Closed	22-Feb-13	(one-way)	One-Way	Finder's Fee $34	7 Experts	Calleja.saviour
27124	$1,170	New York, NYC	Dar es Salaam, DAR	Closed	16-Jun-13	29-Jun-13	Round-Trip	Finder's Fee $39	4 Experts	Trevorgerhardt
27127	$721	Paris, ALL	Bangkok, BKK	Closed	31-Oct-12	07-Nov-12	Round-Trip	Finder's Fee $39	7 Experts	Nicolas1
27129	$728	Paris, ALL	Bangkok, BKK	Closed	31-Oct-12	10-Nov-12	Round-Trip	Finder's Fee $39	7 Experts	Nicolas1
27149	$457	San Francisco, SFO	Rome, FCO	Closed	21-Sep-12	(one-way)	One-Way	Finder's Fee $44	3 Experts	Bibilapetite
27150	$2,530	San Francisco, SFO	Manila, MNL	Closed	15-Dec-12	06-Jan-13	Round-Trip	Finder's Fee $49	3 Experts	Callum
27176	$1,438	Chicago, ALL	Mexico City, MEX	Closed	14-Oct-12	(multi-city)	Multi-City	Finder's Fee $49	2 Experts	Igorsyl
27184	$640	Sydney, SYD	Denpasar, DPS	Closed	31-Mar-13	20-Apr-13	Round-Trip	Finder's Fee $39	4 Experts	Bemery
27192	$1,515	Edmonton, YEG	Nairobi, NBO	Closed	03-Nov-12	(one-way)	One-Way	Finder's Fee $54	7 Experts	Bradleybaskets
27196	$862	Denpasar, DPS	Lima, LIM	Closed	31-Oct-12	(one-way)	One-Way	Finder's Fee $50	4 Experts	Wiselizard43
27207	$699	Phoenix, PHX	Paris, CDG	Closed	30-Sep-12	10-Oct-12	Round-Trip	Finder's Fee $49	4 Experts	Rivercabin08
27230	$221	Bucharest, OTP	Fuerteventura Island, FUE	Closed	12-Oct-12	(one-way)	One-Way	Finder's Fee $60	1 Expert	Tavishor
27235	$1,688	Brisbane, BNE	San Francisco, SFO	Closed	10-Sep-12	02-Oct-12	Round-Trip	Finder's Fee $39	5 Experts	J_piutau
27239	$108	Manchester, MAN	Venice, VCE	Closed	17-Oct-12	(one-way)	One-Way	Finder's Fee $49	3 Experts	46bit
27250	$383	London, LON	Bangkok, BKK	Closed	24-Oct-12	(one-way)	One-Way	Finder's Fee $24	5 Experts	Flyingv
27266	$994	London, LON	Phnom Penh, PNH	Closed	01-Dec-12	16-Dec-12	Round-Trip	Finder's Fee $39	4 Experts	Dtyers
27269	$790	Hamburg, HAM	Chicago, ALL	Closed	14-Nov-12	(one-way)	One-Way	Finder's Fee $44	3 Experts	KidAlex
27270	$1,391	Santiago, SCL	Billund, BLL	Closed	21-Sep-12	05-Oct-12	Round-Trip	Finder's Fee $39	5 Experts	Amix
27273	$1,750	Seattle, ALL	Buenos Aires, ALL	Closed	23-Dec-12	(one-way)	One-Way	Finder's Fee $44	2 Experts	Papercat
27274	$726	Koh Samui (Ko Samui), USM	London, LON	Closed	11-Sep-12	(one-way)	One-Way	Finder's Fee $59	5 Experts	Blanco.kelly
27280	$1,700	San Diego, SAN	Cape Town, CPT	Closed	03-Oct-12	13-Oct-12	Round-Trip	Finder's Fee $49	5 Experts	Where.is.miku.mo
27283	$496	San Francisco, SFO	Managua, MGA	Closed	19-Nov-12	(one-way)	One-Way	Finder's Fee $39	7 Experts	Evanlivingston64
27284	$1,721	Atlanta, ATL	Bangkok, BKK	Closed	12-Oct-12	(one-way)	One-Way	Finder's Fee $175	7 Experts	Pcl
27291	$1,823	Saskatoon, YXE	Dubai, DXB	Closed	13-Dec-12	(one-way)	One-Way	Finder's Fee $44	1 Expert	Mansour.osman
27294	$1,210	New York, NYC	Kathmandu, KTM	Closed	30-Sep-12	30-Oct-12	Round-Trip	Finder's Fee $39	2 Experts	Obloch
27296	$630	Amsterdam, AMS	New York, NYC	Closed	23-Sep-12	(one-way)	One-Way	Finder's Fee $70	3 Experts	Matt Key
27303	$1,426	Dallas, DFW	Osaka, KIX	Closed	17-Dec-12	21-Dec-12	Round-Trip	Finder's Fee $49	4 Experts	Halduncan17
27321	$1,862	Perth, PER	Montréal, ALL	Closed	15-Feb-13	(one-way)	One-Way	Finder's Fee $39	6 Experts	Anthony_maher
27327	$2,396	Sydney, SYD	New Delhi, DEL	Closed	21-Sep-12	(multi-city)	Multi-City	Finder's Fee $49	2 Experts	Vineysgusain
27339	$1,618	Brisbane, BNE	San Francisco, SFO	Closed	10-Sep-12	(one-way)	One-Way	Finder's Fee $59	1 Expert	Neti23
27343	$166	Minneapolis, MSP	Milwaukee, MKE	Closed	21-Sep-12	23-Sep-12	Round-Trip	Finder's Fee $29	1 Expert	Robbysiphone
27357	$861	Kuala Lumpur, KUL	Amsterdam, AMS	Closed	07-Sep-12	(one-way)	One-Way	Finder's Fee $64	1 Expert	Mihaicr
27360	$1,656	Madrid, MAD	Bangkok, BKK	Closed	07-Jan-13	(one-way)	One-Way	Finder's Fee $44	4 Experts	Cleocleo104
27368	$1,302	Sydney, SYD	Las Vegas, LAS	Closed	04-Jul-13	(multi-city)	Multi-City	Finder's Fee $54	4 Experts	Rochelle.kelly
27385	$2,053	Singapore, SIN	Dubai, DXB	Closed	22-Dec-12	(one-way)	One-Way	Finder's Fee $44	2 Experts	Cassandra.venn36
27393	$1,476	Sydney, SYD	Washington, ALL	Closed	04-Dec-12	01-Dec-13	Round-Trip	Finder's Fee $29	4 Experts	Susy.pow
27396	$1,361	San Francisco, SFO	Singapore, SIN	Closed	15-Nov-12	(multi-city)	Multi-City	Finder's Fee $54	3 Experts	Gajaba
27398	$706	London, LHR	New York, JFK	Closed	26-Sep-12	29-Sep-12	Round-Trip	Finder's Fee $39	1 Expert	Bhfrench
27404	$972	Boston, BOS	Vienna, VIE	Closed	19-Oct-12	28-Oct-12	Round-Trip	Finder's Fee $39	3 Experts	Albertwang
27405	$287	Oakland, OAK	Washington, IAD	Closed	21-Nov-12	26-Nov-12	Round-Trip	Finder's Fee $39	4 Experts	Chris.xp
27414	$890	Abidjan, ABJ	Geneva, GVA	Closed	07-Sep-12	(one-way)	One-Way	Finder's Fee $54	1 Expert	Shambhala777
27438	$1,827	Auckland, AKL	Johannesburg, JNB	Closed	04-Oct-12	23-Oct-12	Round-Trip	Finder's Fee $39	3 Experts	Crocker.family
27445	$2,633	Melbourne, ALL	Los Angeles, LAX	Closed	20-Jun-13	(multi-city)	Multi-City	Finder's Fee $49	3 Experts	Jerry.shea
27453	$6,837	Sydney, SYD	Boston, BOS	Closed	29-Sep-12	(multi-city)	Multi-City	Finder's Fee $64	6 Experts	Benr
27458	$1,221	Sydney, SYD	Bangkok, BKK	Closed	22-Dec-12	(one-way)	One-Way	Finder's Fee $39	3 Experts	Michael80
27468	$30	San Francisco, SFO	Las Vegas, LAS	Closed	21-Sep-12	(one-way)	One-Way	Finder's Fee $34	5 Experts	Maxim.novak
27472	$113	Singapore, SIN	Cauayan City, CYZ	Closed	18-Jan-13	(one-way)	One-Way	Finder's Fee $34	6 Experts	Lying
27474	$1,316	Singapore, SIN	Seoul, ICN	Closed	09-May-13	(one-way)	One-Way	Finder's Fee $49	5 Experts	Stuey_hall
27478	$840	Paris, ALL	Denpasar, DPS	Closed	12-Oct-12	16-Nov-12	Round-Trip	Finder's Fee $39	3 Experts	Thib
27482	$801	Washington, IAD	Copenhagen, CPH	Closed	21-Dec-12	(one-way)	One-Way	Finder's Fee $39	4 Experts	M.langkjaer
27483	$1,429	Houston, ALL	Karachi, KHI	Closed	28-Sep-12	13-Oct-12	Round-Trip	Finder's Fee $39	4 Experts	Slutfi
27484	$2,326	Sydney, SYD	Hong Kong, HKG	Closed	06-Jun-13	(one-way)	One-Way	Finder's Fee $54	2 Experts	Vonpoon
27487	$671	Montréal, YUL	San Jose, SJO	Closed	22-Dec-12	(one-way)	One-Way	Finder's Fee $39	2 Experts	Atthalin5555
27490	$967	Madrid, MAD	Siliguri, IXB	Closed	27-Sep-12	21-Oct-12	Round-Trip	Finder's Fee $49	1 Expert	Mrpmintl
27494	$836	London, LON	Rochester, ROC	Closed	23-Sep-12	(one-way)	One-Way	Finder's Fee $39	4 Experts	Bhfrench
27495	$1,325	Cleveland, CLE	Boston, BOS	Closed	09-Nov-12	(one-way)	One-Way	Finder's Fee $49	3 Experts	Doc_boomd
27496	$1,582	Los Angeles, LAX	Bangalore, BLR	Closed	14-Dec-12	14-Jan-13	Round-Trip	Finder's Fee $29	2 Experts	Pavitra89
27497	$1,287	San Francisco, SFO	Tel Aviv, TLV	Closed	18-Sep-12	(open return)	Round-Trip	Finder's Fee $49	1 Expert	Aviadgiat
27501	$801	San Francisco, SFO	London, LHR	Closed	15-Sep-12	(one-way)	One-Way	Finder's Fee $39	4 Experts	Olivercameron
27502	$159	Zurich, ZRH	Berlin, BER	Closed	05-Oct-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	Sgis_
27503	$1,097	Mc Allen, MFE	São Paulo, SAO	Closed	27-Dec-12	(multi-city)	Multi-City	Finder's Fee $60	2 Experts	Jon.i.oster
27506	$1,680	San Francisco, SFO	Adelaide, ADL	Closed	15-Nov-12	05-Feb-13	Round-Trip	Finder's Fee $49	4 Experts	Nicholascrocker
27508	$963	London, LHR	Singapore, SIN	Closed	28-Sep-12	26-Jan-13	Round-Trip	Finder's Fee $59	4 Experts	Emmacahalane
27512	$879	Miami, MIA	Austin, AUS	Closed	14-Sep-12	(multi-city)	Multi-City	Finder's Fee $44	1 Expert	Hansomehyena
27517	$1,550	Helsinki, HEL	Sydney, SYD	Closed	24-Oct-12	(one-way)	One-Way	Finder's Fee $39	2 Experts	Mark_ashley
27518	$1,741	Los Angeles, LAX	Kathmandu, KTM	Closed	08-Dec-12	05-Jan-13	Round-Trip	Finder's Fee $49	6 Experts	Prashantup
27520	$2,337	London, LHR	Singapore, SIN	Closed	28-Sep-12	(multi-city)	Multi-City	Finder's Fee $59	4 Experts	Emmacahalane
27529	$753	Adelaide, ADL	London, LON	Closed	17-Oct-12	(one-way)	One-Way	Finder's Fee $34	5 Experts	Lsh
27548	$1,112	Cochin, COK	Brisbane, BNE	Closed	12-Dec-12	26-Dec-12	Round-Trip	Finder's Fee $29	3 Experts	Jeanjohn007
27554	$815	Milan, ALL	Singapore, SIN	Closed	27-Sep-12	(one-way)	One-Way	Finder's Fee $44	4 Experts	Keller
27557	$2,405	Frankfurt, FRA	Bangkok, BKK	Closed	15-Dec-12	(one-way)	One-Way	Finder's Fee $54	1 Expert	Franz.krueger
27562	$1,292	Toronto, YYZ	Cochin, COK	Closed	12-Oct-12	(one-way)	One-Way	Finder's Fee $39	4 Experts	Me78
27567	$1,514	Columbus, CMH	Seoul, ICN	Closed	14-Dec-12	(one-way)	One-Way	Finder's Fee $39	6 Experts	Memming
27583	$1,086	Fort Lauderdale, FLL	Sydney, SYD	Closed	06-Mar-13	20-Mar-13	Round-Trip	Finder's Fee $49	5 Experts	Mac
27587	$1,892	Melbourne, MEL	Glasgow, GLA	Closed	11-May-13	(one-way)	One-Way	Finder's Fee $39	9 Experts	Info63
27593	$1,989	Sydney, SYD	Lyon, LYS	Closed	09-Dec-12	03-Jan-13	Round-Trip	Finder's Fee $39	7 Experts	Amayne
27608	$1,164	Frankfurt, FRA	Sydney, SYD	Closed	28-Feb-13	(one-way)	One-Way	Finder's Fee $49	8 Experts	Tj64
27614	$3,286	Karachi, KHI	New Delhi, DEL	Closed	27-Nov-12	(one-way)	One-Way	Finder's Fee $44	1 Expert	JeremyHiggs
27622	$673	San Francisco, SFO	Calgary, YYC	Closed	28-Sep-12	(one-way)	One-Way	Finder's Fee $34	8 Experts	Navneetloiwal
27628	$1,331	Los Angeles, LAX	Sydney, SYD	Closed	06-Oct-12	(one-way)	One-Way	Finder's Fee $50	7 Experts	Michael.john.kir
27640	$1,004	Los Angeles, LAX	Bangkok, BKK	Closed	23-Dec-12	09-Jan-13	Round-Trip	Finder's Fee $49	10 Experts	Blennon86
27644	$1,667	Montréal, YUL	Denpasar, DPS	Closed	15-Jan-13	(one-way)	One-Way	Finder's Fee $39	2 Experts	Matt80
27649	$1,126	Los Angeles, LAX	Johannesburg, JNB	Closed	06-Nov-12	(one-way)	One-Way	Finder's Fee $59	8 Experts	Joanneautrygoodw
27650	$1,891	Brisbane, BNE	Buenos Aires, ALL	Closed	06-Feb-13	25-Feb-13	Round-Trip	Finder's Fee $39	2 Experts	Davehulsman
27662	$791	Sydney, SYD	Hanoi, HAN	Closed	03-Nov-12	(multi-city)	Multi-City	Finder's Fee $54	6 Experts	Johnspeed8
27664	$847	Melbourne, MEL	Denpasar, DPS	Closed	22-Dec-12	05-Jan-13	Round-Trip	Finder's Fee $39	7 Experts	Dslower
27670	$919	San Francisco, SFO	Tokyo, NRT	Closed	19-Oct-12	(one-way)	One-Way	Finder's Fee $39	3 Experts	Brett.goulder
27671	$1,368	Austin, AUS	Chennai, MAA	Closed	12-Sep-12	(one-way)	One-Way	Finder's Fee $39	1 Expert	Rameshgummadi
27676	$984	Boston, BOS	Vienna, VIE	Closed	19-Oct-12	(one-way)	One-Way	Finder's Fee $39	4 Experts	Albertwang
27679	$343	Trivandrum, TRV	Singapore, SIN	Closed	13-Sep-12	(one-way)	One-Way	Finder's Fee $59	4 Experts	Michellerowan
27680	$1,311	Sydney, SYD	Las Vegas, LAS	Closed	25-Jan-13	(one-way)	One-Way	Finder's Fee $29	8 Experts	Mhansell
27682	$1,093	Perth, PER	Sapporo, CTS	Closed	24-Jan-13	(one-way)	One-Way	Finder's Fee $49	4 Experts	Matt.wilton
27689	$1,801	Tokyo, TYO	San Francisco, SFO	Closed	17-Sep-12	(one-way)	One-Way	Finder's Fee $54	5 Experts	Hi+user
27693	$1,803	Sydney, SYD	Bogota, BOG	Closed	05-Nov-12	(one-way)	One-Way	Finder's Fee $49	2 Experts	Nuriagrifoll
27694	$2,012	Adelaide, ADL	Pittsburgh, PIT	Closed	17-Oct-12	(multi-city)	Multi-City	Finder's Fee $44	3 Experts	Liamdarmody
27700	$1,151	Muscat, MCT	Auckland, AKL	Closed	11-Jul-13	(one-way)	One-Way	Finder's Fee $44	2 Experts	Redmat
27716	$203	Iasi, IAS	Frankfurt, FRA	Closed	14-Sep-12	17-Sep-12	Round-Trip	Finder's Fee $49	5 Experts	Mateiserban
27724	$378	Atlanta, ATL	Lubbock, LBB	Closed	11-Oct-12	(one-way)	One-Way	Finder's Fee $49	5 Experts	Scott.sams
27736	$719	Portland, PDX	Porto, OPO	Closed	17-Sep-12	(one-way)	One-Way	Finder's Fee $39	4 Experts	Etozzato
27741	$3,722	San Francisco, SFO	Sydney, SYD	Closed	07-Oct-12	(one-way)	One-Way	Finder's Fee $49	7 Experts	Jeffreyw.diana
27743	$891	Vienna, VIE	Miami, MIA	Closed	06-Oct-12	(one-way)	One-Way	Finder's Fee $49	4 Experts	Mm17
27745	$807	New York, JFK	Guangzhou, CAN	Closed	17-Nov-12	26-Nov-12	Round-Trip	Finder's Fee $49	4 Experts	Tsong
27750	$868	Toronto, ALL	Berlin, BER	Closed	04-Oct-12	(one-way)	One-Way	Finder's Fee $39	10 Experts	Aehughson
27752	$1,842	New York, NYC	Barcelona, BCN	Closed	28-Sep-12	(one-way)	One-Way	Finder's Fee $44	3 Experts	Alon
27754	$695	Phoenix, PHX	Paris, CDG	Closed	09-Jan-13	13-Jan-13	Round-Trip	Finder's Fee $39	6 Experts	Josh.kraakevik
27771	$1,355	Vancouver, YVR	Galapagos Islands, Baltra, GPS	Closed	15-Sep-12	(one-way)	One-Way	Finder's Fee $105	3 Experts	Dmadray
27775	$1,086	Sydney, SYD	New York, JFK	Closed	17-Sep-12	(one-way)	One-Way	Finder's Fee $54	1 Expert	Asmidy
27791	$914	Sydney, SYD	Denpasar, DPS	Closed	23-Sep-12	29-Sep-12	Round-Trip	Finder's Fee $34	5 Experts	David.mcmillan
27792	$2,036	Melbourne, ALL	Hamburg, HAM	Closed	14-Dec-12	(one-way)	One-Way	Finder's Fee $49	8 Experts	Katharina.Kleimi
27797	$232	Lima, LIM	Bologna, BLQ	Closed	03-Oct-12	(one-way)	One-Way	Finder's Fee $45	8 Experts	Aurora.chiste
27801	$373	Lima, LIM	San Francisco, SFO	Closed	03-Oct-12	(one-way)	One-Way	Finder's Fee $34	2 Experts	Damian
27804	$238	Salt Lake City, SLC	Portland, PDX	Closed	21-Dec-12	03-Jan-13	Round-Trip	Finder's Fee $49	3 Experts	Parkerwightman
27805	$1,728	Sydney, SYD	San Francisco, SFO	Closed	22-Dec-12	(one-way)	One-Way	Finder's Fee $39	7 Experts	Rjunee
27808	$1,338	Melbourne, MEL	Frankfurt, FRA	Closed	02-Nov-12	21-Feb-13	Round-Trip	Finder's Fee $39	7 Experts	Hugh.Curry
27810	$2,673	Sydney, SYD	Mumbai, BOM	Closed	28-Oct-12	(multi-city)	Multi-City	Finder's Fee $64	2 Experts	Mar-15
27812	$1,067	Perth, PER	Denpasar, DPS	Closed	19-Dec-12	(one-way)	One-Way	Finder's Fee $54	3 Experts	Rjewell
27817	$368	Brisbane, BNE	Perth, PER	Closed	11-Oct-12	13-Oct-12	Round-Trip	Finder's Fee $49	5 Experts	Gretel
27822	$699	Perth, PER	Phuket, HKT	Closed	27-Dec-12	05-Jan-13	Round-Trip	Finder's Fee $39	3 Experts	Travis
27826	$285	Vancouver, YVR	Houston, IAH	Closed	14-Sep-12	(one-way)	One-Way	Finder's Fee $54	4 Experts	Rpmadray2004
27845	$203	Singapore, SIN	Denpasar, DPS	Closed	12-Oct-12	(one-way)	One-Way	Finder's Fee $29	2 Experts	Jatrolfe
27847	$1,716	Brisbane, BNE	Phoenix, PHX	Closed	11-Oct-12	(multi-city)	Multi-City	Finder's Fee $69	4 Experts	Mfaleafa
27857	$797	Oslo, OSL	San Francisco, SFO	Closed	19-Oct-12	(one-way)	One-Way	Finder's Fee $44	6 Experts	Andre36
27859	$941	Townsville, TSV	Iloilo City, ILO	Closed	16-Jan-13	04-Mar-13	Round-Trip	Finder's Fee $39	5 Experts	Cox.pilot
27874	$631	New York, NYC	Berlin, BER	Closed	30-Sep-12	(one-way)	One-Way	Finder's Fee $39	8 Experts	Dustym
27876	$695	Kvernberget, KSU	Bucharest, OTP	Closed	28-Sep-12	(one-way)	One-Way	Finder's Fee $39	5 Experts	Andrei.iordan
27881	$616	New York, NYC	Istanbul, ALL	Closed	03-Oct-12	10-Oct-12	Round-Trip	Finder's Fee $39	6 Experts	Mhadzic
27882	$1,797	San Francisco, SFO	Prague, PRG	Closed	09-Apr-13	(one-way)	One-Way	Finder's Fee $79	5 Experts	Schuby
27893	$852	London, LON	San Francisco, SFO	Closed	01-Nov-12	(multi-city)	Multi-City	Finder's Fee $29	7 Experts	John98
27895	$769	São Paulo, SAO	Cartagena, CTG	Closed	28-Dec-12	02-Jan-13	Round-Trip	Finder's Fee $39	7 Experts	Guilenz
27901	$829	Málaga, AGP	Bacolod City, BCD	Closed	28-Nov-12	(one-way)	One-Way	Finder's Fee $39	2 Experts	Mart
27903	$694	San Francisco, SFO	Bangkok, BKK	Closed	12-Dec-12	(one-way)	One-Way	Finder's Fee $34	8 Experts	Hqw345
27906	$1,049	New York, NYC	Goma, GOM	Closed	01-Oct-12	06-Oct-12	Round-Trip	Finder's Fee $49	3 Experts	User.com74
27914	$299	San Francisco, SFO	Seattle, ALL	Closed	14-Sep-12	(one-way)	One-Way	Finder's Fee $39	1 Expert	Josh.leong
27930	$520	Honolulu Oahu, HNL	Newark, EWR	Closed	13-Dec-12	31-Dec-12	Round-Trip	Finder's Fee $39	8 Experts	Ryan.kerwell91
27936	$1,590	Sydney, SYD	New York, JFK	Closed	04-Dec-12	14-Dec-12	Round-Trip	Finder's Fee $49	9 Experts	Tariq
27939	$2,263	Auckland, AKL	Casablanca, CMN	Closed	09-Dec-12	(one-way)	One-Way	Finder's Fee $100	10 Experts	Tharax
27943	$2,517	Austin, AUS	Papeete, PPT	Closed	29-Apr-13	(multi-city)	Multi-City	Finder's Fee $34	3 Experts	Austin.vedder
27958	$1,105	Bucharest, ALL	Pune, PNQ	Closed	30-Sep-12	(one-way)	One-Way	Finder's Fee $49	7 Experts	GABI.TEODORESCU
27970	$2,554	Melbourne, ALL	Porto Alegre, POA	Closed	22-Dec-12	(one-way)	One-Way	Finder's Fee $39	3 Experts	Frank.trindade
27977	$1,190	Zurich, ZRH	Kuala Lumpur, KUL	Closed	05-Oct-12	(one-way)	One-Way	Finder's Fee $54	3 Experts	Bernhard
27990	$66	Washington, DCA	Zurich, ZRH	Closed	18-Jan-13	(one-way)	One-Way	Finder's Fee $49	6 Experts	Tcw1138
27995	$865	Berlin, BER	Ho Chi Minh City, SGN	Closed	30-Oct-12	(one-way)	One-Way	Finder's Fee $39	3 Experts	Nora-aimee
27998	$324	Vancouver, YVR	San Francisco, SFO	Closed	05-Oct-12	(one-way)	One-Way	Finder's Fee $29	5 Experts	Marksmayo
28003	$1,355	San Francisco, SFO	Seoul, ICN	Closed	09-Dec-12	(one-way)	One-Way	Finder's Fee $44	3 Experts	Memming
28014	$968	Amsterdam, AMS	Fort Myers, RSW	Closed	15-Jul-13	(one-way)	One-Way	Finder's Fee $39	12 Experts	Chase
28021	$2,626	San Francisco, SFO	Adelaide, ADL	Closed	30-Mar-13	(multi-city)	Multi-City	Finder's Fee $44	3 Experts	Nicholascrocker
28037	$2,615	Seattle, ALL	Perth, PER	Closed	15-Dec-12	30-Dec-12	Round-Trip	Finder's Fee $39	3 Experts	Martin.thow
28040	$2,590	Sydney, SYD	Dar es Salaam, DAR	Closed	19-Nov-12	(one-way)	One-Way	Finder's Fee $44	4 Experts	Mattsmaps
28045	$301	Medellín, MDE	Santiago, SCL	Closed	10-Nov-12	(one-way)	One-Way	Finder's Fee $49	1 Expert	Optifly
28053	$1,122	Vancouver, YVR	New York, JFK	Closed	12-Oct-12	(one-way)	One-Way	Finder's Fee $59	3 Experts	Chris.a.wong
28054	$1,713	Sydney, SYD	London, LON	Closed	27-Sep-12	19-Oct-12	Round-Trip	Finder's Fee $29	3 Experts	Obrj777
28063	$2,127	Sydney, SYD	London, LON	Closed	16-Dec-12	(one-way)	One-Way	Finder's Fee $49	3 Experts	Vibekeburke
28066	$624	Barcelona, BCN	Singapore, SIN	Closed	24-Dec-12	(one-way)	One-Way	Finder's Fee $39	6 Experts	Mipasionesviajar
28072	$456	Stockholm, ARN	Dubai, DXB	Closed	25-Oct-12	01-Nov-12	Round-Trip	Finder's Fee $49	6 Experts	Philip_mikal
28077	$786	New York, NYC	Madrid, MAD	Closed	17-Sep-12	(one-way)	One-Way	Finder's Fee $29	4 Experts	Eduardo
28079	$1,310	New York, NYC	Lahore, LHE	Closed	18-Oct-12	04-Nov-12	Round-Trip	Finder's Fee $39	4 Experts	Z.STYSKAL
28080	$1,295	Columbus, CMH	Paris, ALL	Closed	25-Oct-12	(one-way)	One-Way	Finder's Fee $44	4 Experts	Agnes.v
28091	$440	Los Angeles, LAX	Houston, ALL	Closed	24-Oct-12	26-Oct-12	Round-Trip	Finder's Fee $59	7 Experts	Andreabelz
28095	$1,627	New York, NYC	London, LON	Closed	23-Jun-13	(one-way)	One-Way	Finder's Fee $500	10 Experts	Team Flightfox
28105	$247	Fort Lauderdale, FLL	Chicago, ORD	Closed	20-Sep-12	(one-way)	One-Way	Finder's Fee $34	2 Experts	Lifeoftheqc
28116	$800	New York, JFK	Vilnius, VNO	Closed	04-Oct-12	20-Oct-12	Round-Trip	Finder's Fee $39	8 Experts	Compson
28124	$491	New York, NYC	San José del Cabo, SJD	Closed	24-May-13	27-May-13	Round-Trip	Finder's Fee $39	4 Experts	Nickd193
28125	$2,770	Perth, PER	New York, NYC	Closed	27-Dec-12	(one-way)	One-Way	Finder's Fee $54	3 Experts	Garth.lucas
28127	$1,540	Pittsburgh, PIT	Sydney, SYD	Closed	30-Oct-12	(one-way)	One-Way	Finder's Fee $49	5 Experts	Sbux7887
28139	$1,119	Sydney, SYD	Paris, ALL	Closed	12-Dec-12	(one-way)	One-Way	Finder's Fee $50	7 Experts	Mathieu.grelaud
28151	$1,418	Warsaw, WAW	Guayaquil, GYE	Closed	31-Dec-12	(one-way)	One-Way	Finder's Fee $49	5 Experts	Sandrabichl
28156	$326	London, LON	Dalaman, DLM	Closed	21-Sep-12	(one-way)	One-Way	Finder's Fee $39	7 Experts	Moz
28164	$1,124	Washington, ALL	Lisbon, LIS	Closed	05-Oct-12	(one-way)	One-Way	Finder's Fee $44	1 Expert	R.dogandjieva
28175	$1,183	Chicago, ORD	Hong Kong, HKG	Closed	12-Dec-12	(one-way)	One-Way	Finder's Fee $39	6 Experts	Scalderwood
28181	$297	Miami, MIA	Maracaibo, MAR	Closed	25-Sep-12	(one-way)	One-Way	Finder's Fee $34	4 Experts	Vaitork
28191	$1,438	San Francisco, SFO	Auckland, AKL	Closed	08-Dec-12	(one-way)	One-Way	Finder's Fee $39	6 Experts	Giblfiz
28204	$855	San Francisco, SFO	Northern or Central Germany	Closed	17-Dec-12	(one-way)	One-Way	Finder's Fee $39	2 Experts	D.kallusky
28214	$2,099	Christchurch, CHC	Halifax, YHZ	Closed	23-Oct-12	(multi-city)	Multi-City	Finder's Fee $54	2 Experts	Ekgraham01
28217	$925	Chicago, ORD	London, LHR	Closed	23-Sep-12	(one-way)	One-Way	Finder's Fee $39	1 Expert	Mokane99
